turbineX,turbineY
0.0,0.0
3.448457842518573,3.7677134373338608
-1.538706629651825,4.870308814167692
-4.987164472170398,1.102595376833832
-3.4484578425185735,-3.7677134373338603
1.5387066296518235,-4.870308814167693
4.987164472170397,-1.1025953768338348
2.75605807157118,9.836373724910176
-2.5313705581692947,9.896578562675566
-7.140520491104387,7.305003166740882
-9.836373724910176,2.7560580715711804
-9.896578562675566,-2.531370558169293
-7.3050031667408835,-7.140520491104386
-2.7560580715711813,-9.836373724910176
2.5313705581692925,-9.896578562675568
7.140520491104386,-7.305003166740885
9.836373724910176,-2.7560580715711818
9.896578562675568,2.5313705581692876
7.305003166740885,7.140520491104386
-6.088021692929616,-14.061426890748473
-1.1924180373338267,-15.276317408383697
3.832402614879288,-14.835781898333241
8.441922977916683,-12.787559218723805
12.136629996365441,-9.353606078340505
14.516144835490408,-4.906044583216809
15.322610140495462,0.07316296762357943
14.468632881984776,5.044442175681543
12.04675474674043,9.469077801419353
8.319423810027345,12.867591919492781
3.690554214336868,14.871702791828724
-1.3382441953258484,15.26423390842536
-6.222023081426817,14.002648432051624
-10.431549222019754,11.223658724588205
-13.51065514224343,7.228411441306937
-15.1256719383906,2.4498536180002666
-15.101587481031151,-2.594183858212271
-13.441011694828834,-7.357101260477549
-10.323893732706814,-11.322762583982007
