turbineX,turbineY
0.0,0.0
-2.189379759501934,4.614557650108756
-5.091014031972973,0.4112203347942387
-2.901634272471039,-4.203337315314516
2.1893797595019335,-4.614557650108756
5.091014031972973,-0.4112203347942409
2.9016342724710418,4.203337315314515
-4.378759519003868,9.229115300217511
-9.622220562209101,3.4297194640635422
-9.229115300217511,-4.378759519003867
-3.4297194640635422,-9.622220562209101
4.378759519003867,-9.229115300217511
9.622220562209103,-3.429719464063544
9.229115300217511,4.378759519003866
3.4297194640635444,9.622220562209101
-6.568139278505802,13.843672950326267
-10.059553119933202,11.558249234407784
-12.804895925848538,8.415603048245174
-14.600558179444718,4.6488100828164445
-15.313363825980728,0.5372361404362422
-14.890447331521838,-3.614182148788306
-13.363174477747844,-7.497553081820397
-10.844816105414758,-10.824864801796956
-7.522147334275566,-13.349345819885592
-3.6415953068874582,-14.883766927706882
0.5090371852224695,-15.314327131203207
4.621916717994624,-14.609093749763115
8.392009831655178,-12.820370717059967
11.539705966992308,-10.080819437565976
13.83155490139972,-6.593619897068022
15.097580683923638,-2.6174017326084593
15.243887973956845,1.5529371445424864
14.259625829108895,5.608101777897434
12.217792469963458,9.247339157744252
9.269821336002266,12.200743696022922
5.634349960160653,14.249274889056057
1.5810046232098758,15.241002549663026
-2.5895965940294743,15.102374774108767
