turbineX,turbineY
0.0,0.0
1.6978257848332774,2.5512540010459763
-1.9017297214173923,2.4031091194899084
-2.873159390085095,-1.06605088652638
0.12601956324888608,-3.0619648011001686
2.9510437634203237,-0.8263474329093359
3.395651569666555,5.102508002091953
-2.7210757679917346,5.491974522777718
-6.116727337658289,0.38946652068576615
-3.3956515696665552,-5.102508002091953
2.7210757679917323,-5.491974522777719
6.11672733765829,-0.3894665206857697
5.093477354499832,7.6537620031379285
1.540057636751341,9.063763392596059
-2.279652037375861,8.90655774976891
-5.705189164252179,7.209327358469726
-8.144247254612866,4.265538772208188
-9.175091006487435,0.5841997810286497
-8.619478170255286,-3.19815265957914
-6.573479252885114,-6.4275154510409
-3.3908660545068576,-8.545502428872958
0.37805868974665735,-9.185894403300507
4.081613651987599,-8.237961784166579
7.079420533503941,-5.865610733016923
8.853131290260972,-2.4790422987280083
9.096055218759034,1.336175070403229
7.76618856486621,4.920355631092313
6.79130313933311,10.205016004183905
-3.744294542455675,11.672378007728417
-11.460362064085963,4.350201298333754
-10.546543202676931,-6.247765716640979
-1.690962199377263,-12.1410377157903
8.437947829396256,-8.891860682914032
12.212911039866468,1.053068805099235
8.489128924166387,12.756270005229881
-12.756270005229881,8.489128924166387
-8.489128924166389,-12.75627000522988
12.75627000522988,-8.489128924166389
